Vattentemperatur,E. coli,E. coli prefix,Intestinala enterokocker prefix,Intestinala enterokocker,Eu-bad,Län,Kommun,Badplats,Latitud,Longitud,Badplatstyp,Datum,Vädertyp,Kvalitet,Algblomning
19,24,=,<,1,N,Jönköping,Jönköping,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910680000003504""  target = ""_blank"">Bunnströmsbadet</a>","58,0004357440996","14,4759768321041",Sjö,2021-06-14 00:00:00,Mulet,Tjänligt,Ingen blomning
19,13,=,=,4,J,Jönköping,Jönköping,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910680000003506""  target = ""_blank"">Axamobadet</a>","57,7770272305416","14,0656861603863",Sjö,2021-06-14 00:00:00,Mulet,Tjänligt,Ingen blomning
18,7,=,=,20,J,Jönköping,Jönköping,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910680000003509""  target = ""_blank"">Gränna Hamn, Badlagun</a>","58,0274004718992","14,4563063919331",Sjö,2021-06-14 00:00:00,Mulet,Tjänligt,Ingen blomning
19,1,=,<,1,N,Jönköping,Jönköping,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910680000003569""  target = ""_blank"">Uddebobadet</a>","57,7620900967418","14,4215568687188",Sjö,2021-06-14 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
19,3,=,=,1,N,Jönköping,Jönköping,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910680000004316""  target = ""_blank"">Brittebo lägergård</a>","57,809818577572","13,7754594081481",Sjö,2021-06-14 00:00:00,Mulet,Tjänligt,Ingen blomning
19,22,=,=,7,N,Jönköping,Jönköping,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910680000004317""  target = ""_blank"">Järsnäs Lillsjön</a>","57,7754247420751","14,5608537732585",Sjö,2021-06-14 00:00:00,Mulet,Tjänligt,Ingen blomning
15,6,=,=,1,N,Jönköping,Jönköping,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910680000004318""  target = ""_blank"">Brunstorpsbadet</a>","57,8209940924679","14,2669755937069",Sjö,2021-06-14 00:00:00,Mulet,Tjänligt,Ingen blomning
15,20,=,=,4,N,Jönköping,Jönköping,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910680000004439""  target = ""_blank"">Oset</a>","57,7935148463145","14,2588460911866",Sjö,2021-06-14 00:00:00,Mulet,Tjänligt,Ingen blomning
20,73,=,=,13,N,Jönköping,Mullsjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910642000001969""  target = ""_blank"">Mullsjön, Barnbadet</a>","57,9133330978622","13,8880569636388",Sjö,2021-06-11 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
20,107,=,=,35,N,Jönköping,Mullsjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910642000001969""  target = ""_blank"">Mullsjön, Barnbadet</a>","57,9133330978622","13,8880569636388",Sjö,2021-06-07 00:00:00,Viss molnighet,Tjänligt m. Anm.,Ingen blomning
20,1,=,=,2,N,Jönköping,Mullsjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910642000001970""  target = ""_blank"">Mullsjön, Hotell Mullsjö</a>","57,9053851758056","13,8738254065409",Sjö,2021-06-15 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
21,1,<,=,1,N,Jönköping,Mullsjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910642000001971""  target = ""_blank"">Stråken, Campingen</a>","57,8978841435609","13,853144067331",Sjö,2021-06-07 00:00:00,Klart,Tjänligt,Ingen blomning
"21,5",1,<,=,1,N,Jönköping,Mullsjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910642000001976""  target = ""_blank"">Sandhemssjön</a>","57,987863858477","13,7780721108017",Sjö,2021-06-07 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
21,3,=,=,4,N,Jönköping,Mullsjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910642000001977""  target = ""_blank"">Nässjön</a>","57,8640779329819","13,7875698837074",Sjö,2021-06-07 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
15,1,<,<,10,N,Jönköping,Nässjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910682000002005""  target = ""_blank"">Storesjön, Grimstorps badpl.</a>","57,5534036613741","14,694079083899",Sjö,2021-05-28 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
14,1,<,<,10,N,Jönköping,Nässjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910682000002006""  target = ""_blank"">Storesjön, Vareviksbadet</a>","57,5158644537637","14,6885800650394",Sjö,2021-05-28 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
14,2,=,=,10,N,Jönköping,Nässjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910682000002010""  target = ""_blank"">Handskerydssjön,AdelaUdde</a>","57,6426520404846","14,7011472830004",Sjö,2021-05-28 00:00:00,Regn,Tjänligt,Ingen blomning
15,8,=,<,10,N,Jönköping,Nässjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910682000002012""  target = ""_blank"">Nömmen, Stensjöns badpl.</a>","57,580085985319","14,8268501688689",Sjö,2021-05-28 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
14,5,=,<,10,N,Jönköping,Nässjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910682000002014""  target = ""_blank"">Uppsjön, Sandsjöbadet</a>","57,479820018294","14,7784050574544",Sjö,2021-05-28 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
14,2,=,=,20,N,Jönköping,Nässjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910682000002022""  target = ""_blank"">Fredriksdalssjön,Fr.d. badpl.</a>","57,6085625152811","14,6091451111552",Sjö,2021-05-28 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
14,14,=,=,20,N,Jönköping,Nässjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910682000002032""  target = ""_blank"">Gisshultsbadet</a>","57,6215546603793","14,7883465985881",Sjö,2021-05-28 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
14,4,=,<,10,N,Jönköping,Nässjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910682000002033""  target = ""_blank"">Sjunnarydssjön Ormaryds badpl.</a>","57,6577060040402","14,8246756884884",Sjö,2021-05-28 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
13,1,=,<,10,N,Jönköping,Nässjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910682000002035""  target = ""_blank"">Älmeshultasjön,Älmeshultabadet</a>","57,7129208703484","14,8613180265765",Sjö,2021-05-28 00:00:00,Mulet,Tjänligt,Ingen blomning
14,10,=,<,10,N,Jönköping,Nässjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910682000002043""  target = ""_blank"">Toftaån, Forsabadet</a>","57,4497713208811","14,6418068048428",Vattendrag,2021-05-28 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
14,16,=,<,10,N,Jönköping,Nässjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910682000002050""  target = ""_blank"">Klappasjön, Klappabadet</a>","57,5540681975393","14,5139245905516",Sjö,2021-05-28 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
14,1,<,<,10,N,Jönköping,Nässjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910682000002054""  target = ""_blank"">Storsjön, Forserums badpl.</a>","57,7127000715462","14,4905584830207",Sjö,2021-05-28 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
13,5,=,<,10,N,Jönköping,Nässjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910682000002055""  target = ""_blank"">Hästsjön, Ekerydsbadet</a>","57,7396266137299","14,7078286907302",Sjö,2021-05-28 00:00:00,Regnskurar,Tjänligt,Ingen blomning
14,4,=,<,10,N,Jönköping,Nässjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910682000002059""  target = ""_blank"">Rosjön, Skullaryds badpl.</a>","57,7582767300403","14,9186281435162",Sjö,2021-05-28 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
14,1,=,=,10,N,Jönköping,Nässjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910682000002062""  target = ""_blank"">Anebysjön, Flisby badpl.</a>","57,7914522288467","14,814103202853",Sjö,2021-05-28 00:00:00,Regnskurar,Tjänligt,Ingen blomning
15,1,=,<,10,N,Jönköping,Nässjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910682000002065""  target = ""_blank"">Dundersjön, Ängs badpl.</a>","57,7006086372674","14,5520340435222",Sjö,2021-05-28 00:00:00,Mulet,Tjänligt,Ingen blomning
18,1,<,=,10,N,Jönköping,Sävsjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910684000001996""  target = ""_blank"">Grunnen</a>","57,1603368471604","14,4286887235648",Sjö,2021-06-15 00:00:00,Mulet,Tjänligt,Ingen blomning
"18,2",1,<,=,10,N,Jönköping,Sävsjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910684000001999""  target = ""_blank"">Svinasjön</a>","57,2370432199255","14,561472306717",Sjö,2021-06-15 00:00:00,Mulet,Tjänligt,Ingen blomning
"18,8",3,=,<,10,N,Jönköping,Sävsjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910684000002000""  target = ""_blank"">Norrsjön</a>","57,3063039891119","14,534094122032",Sjö,2021-06-15 00:00:00,Mulet,Tjänligt,Ingen blomning
"17,8",5,=,<,10,N,Jönköping,Sävsjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910684000002001""  target = ""_blank"">Slättsjön</a>","57,3641414753813","14,4653462297559",Sjö,2021-06-15 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"17,5",5,=,<,10,N,Jönköping,Sävsjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910684000002002""  target = ""_blank"">Vallsjöbaden</a>","57,4029050082713","14,7444926871793",Sjö,2021-06-15 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"17,3",2,=,<,10,N,Jönköping,Sävsjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910684000002003""  target = ""_blank"">Skärsjön</a>","57,3465699778383","14,7451060319786",Sjö,2021-06-15 00:00:00,Mulet,Tjänligt,Ingen blomning
"17,6",2,=,<,10,N,Jönköping,Sävsjö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910684000003789""  target = ""_blank"">Eksjöhofgårdssjön, nya badet</a>","57,3918325602218","14,6833770704299",Sjö,2021-06-15 00:00:00,Mulet,Tjänligt,Ingen blomning
"20,2",10,=,<,1,N,Jönköping,Vaggeryd,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910665000001259""  target = ""_blank"">Hjortsjön</a>","57,5091","14,1318",Sjö,2021-06-09 00:00:00,Klart,Tjänligt,Ingen blomning
"22,2",2,=,<,1,N,Jönköping,Vaggeryd,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910665000001262""  target = ""_blank"">Linnesjöbadet</a>","57,3956","14,1664",Sjö,2021-06-09 00:00:00,Klart,Tjänligt,Ingen blomning
"19,5",1,<,<,1,N,Jönköping,Vaggeryd,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910665000001266""  target = ""_blank"">Långasjön</a>","57,3738","13,986",Sjö,2021-06-09 00:00:00,Klart,Tjänligt,Ingen blomning
"19,2",3,=,=,10,N,Jönköping,Vaggeryd,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910665000001281""  target = ""_blank"">Rasjön</a>","57,5868","13,916",Sjö,2021-06-09 00:00:00,Mulet,Tjänligt,Ingen blomning
"21,3",1,=,=,1,N,Jönköping,Vaggeryd,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910665000001282""  target = ""_blank"">Rolstorpasjön</a>","57,3728","14,2796",Sjö,2021-06-09 00:00:00,Klart,Tjänligt,Ingen blomning
"20,7",1,=,=,1,N,Jönköping,Vaggeryd,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910665000004347""  target = ""_blank"">Sandsjön</a>","57,5347","14,2395",Sjö,2021-06-09 00:00:00,Klart,Tjänligt,Ingen blomning
18,21,=,<,10,J,Jönköping,Vetlanda,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910685000000829""  target = ""_blank"">Grumlan, Östanå</a>","57,4053753140882","15,0479299387446",Sjö,2021-06-15 00:00:00,Viss molnighet,Tjänligt,Ingen uppgift
21,1,<,<,9,N,Jönköping,Värnamo,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910683000001481""  target = ""_blank"">Hindsen, Solgården</a>","57,1316860800783","14,1685105234275",Sjö,2021-06-08 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
22,33,<,<,16,N,Jönköping,Värnamo,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910683000001482""  target = ""_blank"">Furen, Smålands Hawaii</a>","57,0143575625693","14,1584267169981",Sjö,2021-06-08 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
21,1,<,<,56,N,Jönköping,Värnamo,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910683000001483""  target = ""_blank"">Furen, Hyltans badplats</a>","57,0473458493997","14,1776463941588",Sjö,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
20,1,<,<,3,J,Jönköping,Värnamo,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910683000001500""  target = ""_blank"">Hindsen, Näsudden Ö</a>","57,1963707958296","14,1393745533648",Sjö,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
20,1,<,<,30,J,Jönköping,Värnamo,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910683000001501""  target = ""_blank"">Hindsen, Näsudden V</a>","57,1964858834344","14,1378968648262",Sjö,2021-06-08 00:00:00,Ingen uppgift,Tjänligt,Ingen blomning
21,8,<,<,21,N,Jönköping,Värnamo,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910683000001503""  target = ""_blank"">Prostsjön</a>","57,1896344777967","14,0491267678569",Sjö,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
21,1,=,<,1,N,Jönköping,Värnamo,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910683000001504""  target = ""_blank"">Eskilstorpasjön</a>","57,2232440526089","13,7297166168373",Sjö,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
21,12,<,<,19,N,Jönköping,Värnamo,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910683000001505""  target = ""_blank"">Rusken, Gåerydsviken</a>","57,3057911156891","14,3665717336129",Sjö,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
20,2,<,<,3,J,Jönköping,Värnamo,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910683000001508""  target = ""_blank"">Helgasjön, Hjortsjöbadet</a>","56,9690228903924","14,3306206318373",Sjö,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
21,1,<,=,1,N,Jönköping,Värnamo,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910683000001509""  target = ""_blank"">Kockabo, Hånger</a>","57,081377467599","13,9970647336155",Sjö,2021-06-08 00:00:00,Mulet,Tjänligt,Ingen blomning
19,11,<,<,2,N,Jönköping,Värnamo,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910683000001510""  target = ""_blank"">Liljenäs</a>","57,0789315872928","13,7565757851653",Sjö,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
22,2,<,<,15,N,Jönköping,Värnamo,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910683000001511""  target = ""_blank"">Nästasjön</a>","57,1891396453542","13,9233299799706",Sjö,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
20,2,<,<,3,N,Jönköping,Värnamo,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910683000001512""  target = ""_blank"">Södra Fyllen</a>","57,0630904245462","13,8971742382806",Sjö,2021-06-08 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
20,1,<,<,1,N,Jönköping,Värnamo,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910683000001513""  target = ""_blank"">Stora Gavlö</a>","57,0066556630744","13,8316359929807",Sjö,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
0,2,<,<,1,N,Jönköping,Värnamo,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910683000001514""  target = ""_blank"">Vidösten, Tånnö badplats</a>","57,0918740365502","14,0390377493104",Sjö,2021-06-08 00:00:00,Ingen uppgift,Tjänligt,Ingen blomning
19,26,<,<,21,N,Jönköping,Värnamo,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910683000001515""  target = ""_blank"">Hindsen, Näsbyholm</a>","57,2201587859967","14,140503703941",Sjö,2021-06-08 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
21,1,<,<,3,J,Jönköping,Värnamo,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910683000001516""  target = ""_blank"">Annebergssjön</a>","57,1885014292815","13,6968438442721",Sjö,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
19,6,=,=,7,J,Jönköping,Värnamo,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910683000001517""  target = ""_blank"">Osudden, Vidöstern</a>","57,1615563949812","14,0521615156288",Sjö,2021-06-15 00:00:00,Ingen uppgift,Tjänligt,Ingen blomning
18,2,<,<,2,N,Jönköping,Värnamo,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910683000003775""  target = ""_blank"">Åminne 1m djup</a>","57,121160455263","14,0098205378616",Sjö,2021-06-08 00:00:00,Mulet,Tjänligt,Ingen blomning
21,1,<,<,32,N,Jönköping,Värnamo,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0910683000004255""  target = ""_blank"">Flickornas Udde</a>","57,1986420473579","14,340880334104",Sjö,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
15,1,<,<,10,J,Kalmar,Borgholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930885000000468""  target = ""_blank"">Böda hamn</a>","57,236024423155","17,0757291098198",Hav,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
16,1,<,<,10,J,Kalmar,Borgholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930885000000469""  target = ""_blank"">Böda Sand</a>","57,275103707011","17,0563500443263",Hav,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
17,1,<,<,10,J,Kalmar,Borgholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930885000000470""  target = ""_blank"">Köpingebukten</a>","56,8820083189304","16,7149515888008",Hav,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
17,1,<,<,10,J,Kalmar,Borgholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930885000000471""  target = ""_blank"">Borgholm, Mejeriviken</a>","56,8841285168965","16,6692340742996",Hav,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
17,2,=,<,10,J,Kalmar,Borgholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930885000000471""  target = ""_blank"">Borgholm, Mejeriviken</a>","56,8841285168965","16,6692340742996",Hav,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
18,4,=,<,10,J,Kalmar,Borgholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930885000000473""  target = ""_blank"">Borgholm, Kallbadhuset</a>","56,8793564301733","16,644684400409",Hav,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
"16,5",2,=,<,10,J,Kalmar,Borgholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930885000000474""  target = ""_blank"">Ekerums camping</a>","56,7964620893189","16,5610027674674",Hav,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
16,4,=,<,7,J,Kalmar,Borgholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930885000000475""  target = ""_blank"">Stora Rör</a>","56,7552642270755","16,5268260253077",Hav,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
"15,5",1,<,<,10,J,Kalmar,Borgholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930885000000476""  target = ""_blank"">Kesnäsviken</a>","57,1760551870497","17,0558149709027",Hav,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
"17,5",19,=,<,10,J,Kalmar,Borgholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930885000000478""  target = ""_blank"">Sandvik</a>","57,0678256418143","16,8513740299992",Hav,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
17,8,=,=,20,J,Kalmar,Borgholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930885000000479""  target = ""_blank"">Djupvik</a>","57,0179381859981","16,8242905541002",Hav,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
17,18,=,<,10,J,Kalmar,Borgholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930885000000482""  target = ""_blank"">Byxelkrok</a>","57,3233783829674","17,0037572867017",Hav,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
17,35,=,=,40,J,Kalmar,Borgholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930885000000483""  target = ""_blank"">Byrum-Sandvik</a>","57,237142147907","16,9589904625205",Hav,2021-06-08 00:00:00,Klart,Tjänligt,Ingen blomning
14,1,<,<,10,J,Kalmar,Borgholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930885000000738""  target = ""_blank"">Kårehamns badplats</a>","56,9523715671558","16,8895571891561",Hav,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
14,1,<,<,10,J,Kalmar,Borgholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930885000000739""  target = ""_blank"">Runsten, Bjärbybadet</a>","56,7048224578594","16,739085168311",Hav,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
19,2,=,<,10,J,Kalmar,Borgholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930885000000740""  target = ""_blank"">Klinta bodar</a>","56,8857364852849","16,7209315994009",Hav,2021-06-08 00:00:00,Regn,Tjänligt,Ingen blomning
17,2,=,<,10,J,Kalmar,Borgholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930885000000742""  target = ""_blank"">Lundegårds badplats</a>","56,9076098177332","16,7262430582534",Hav,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
"16,5",1,<,<,10,J,Kalmar,Borgholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930885000004480""  target = ""_blank"">Böda Riviera/ Kyrketorps familjecamping</a>","57,2502656622258","17,0651845522116",Hav,2021-05-08 00:00:00,Klart,Tjänligt,Ingen blomning
16,6,=,<,10,N,Kalmar,Emmaboda,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930862000000731""  target = ""_blank"">Törestorps badplats</a>","56,5383557710975","15,5679295823846",Sjö,2021-06-01 00:00:00,Klart,Tjänligt,Ingen blomning
16,1,=,<,10,N,Kalmar,Emmaboda,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930862000000734""  target = ""_blank"">Häljanäs badplats</a>","56,5450848432755","15,3939366829512",Sjö,2021-06-01 00:00:00,Klart,Tjänligt,Ingen blomning
17,10,=,<,10,N,Kalmar,Emmaboda,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930862000000735""  target = ""_blank"">Kårahult,  Åfors badplats</a>","56,7505784191706","15,4938490484294",Vattendrag,2021-06-01 00:00:00,Klart,Tjänligt,Ingen blomning
16,43,=,<,10,N,Kalmar,Emmaboda,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930862000000736""  target = ""_blank"">Stampadammen, Johansfors badpl</a>","56,6945639590754","15,542461324067",Vattendrag,2021-06-01 00:00:00,Klart,Tjänligt,Ingen blomning
18,5,=,<,10,N,Kalmar,Emmaboda,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930862000000737""  target = ""_blank"">Ubbemålasjön, Loafallet</a>","56,6496930192246","15,5574465082864",Sjö,2021-06-01 00:00:00,Klart,Tjänligt,Ingen blomning
15,25,=,=,30,N,Kalmar,Emmaboda,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930862000003986""  target = ""_blank"">Bodasjön,</a>","56,753715276151","15,4913709474455",Sjö,2021-06-01 00:00:00,Klart,Tjänligt,Ingen blomning
16,4,=,<,10,N,Kalmar,Emmaboda,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930862000004655""  target = ""_blank"">Sjötorpets badplat</a>","56,6302892381394","15,5740311349082",Sjö,2021-06-01 00:00:00,Klart,Tjänligt,Ingen blomning
18,49,=,=,40,N,Kalmar,Hultsfred,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930860000000988""  target = ""_blank"">Ängahultsbadet, Silverdalen</a>","57,5478904348209","15,7325613203538",Sjö,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
"18,5",1,=,<,10,N,Kalmar,Hultsfred,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930860000000989""  target = ""_blank"">Linden, Lönneberga</a>","57,5245081419887","15,6850410801451",Sjö,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
"20,5",1,<,<,10,N,Kalmar,Hultsfred,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0930860000000990""  target = ""_blank"">Gnötteln Kristinebergsbadet</a>","57,5124203673937","15,8844645218742",Sjö,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
